Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Service Support,Regular Army,Female,1363,1408,1111,1175,247,1055,179,1111,877,1626,1090,283,87.1,1.635
Combat Service Support,Regular Army,Female,1323,1400,855,1162,247,1044,182,961,804,1659,835,220,58,1.624
Combat Service Support,Regular Army,Female,1340,1401,1015,1174,248,1059,184,1041,854,1616,946,252,79.6,1.634
Combat Service Support,Regular Army,Female,1450,1518,929,1281,283,1150,199,1076,875,1820,852,216,76.1,1.749
Combat Service Support,Regular Army,Female,1343,1424,925,1185,240,1026,173,970,868,1644,741,173,57.6,1.646
Combat Support,Regular Army,Female,1321,1363,1129,1143,247,1044,192,1067,831,1692,1060,262,87,1.6
Combat Support,Regular Army,Female,1347,1376,1008,1176,250,1090,183,1033,784,1640,1017,266,76.6,1.6
Combat Support,Regular Army,Female,1244,1303,845,1101,237,978,171,940,782,1551,782,169,54.8,1.517
Combat Support,Regular Army,Female,1361,1417,1039,1210,250,1062,178,1020,876,1674,1030,258,82.6,1.659
Combat Support,Regular Army,Female,1428,1453,902,1246,252,1075,183,1020,924,1736,853,187,65.1,1.718
Combat Support,Regular Army,Female,1265,1307,948,1100,228,977,162,975,795,1562,881,206,57,1.533
Combat Support,Regular Army,Female,1303,1364,1051,1121,236,997,174,1082,856,1603,948,220,71.9,1.592
Combat Service Support,Regular Army,Female,1334,1400,1003,1156,259,1035,185,1081,845,1667,846,203,72.6,1.636
Combat Service Support,Regular Army,Female,1331,1407,882,1172,258,1052,185,1032,843,1711,875,209,71.6,1.648
Combat Service Support,Regular Army,Female,1362,1426,1056,1231,253,1085,181,1074,882,1722,982,249,83.2,1.669
Combat Service Support,Regular Army,Female,1391,1422,965,1208,245,1046,173,1022,847,1714,791,177,60.4,1.655
Combat Service Support,Regular Army,Female,1447,1519,932,1305,279,1137,197,1100,900,1813,844,222,76.4,1.77
Combat Service Support,Regular Army,Female,1441,1522,1051,1276,274,1148,206,1122,888,1836,1028,253,93.4,1.752
Combat Service Support,Regular Army,Female,1424,1490,850,1286,253,1115,181,979,904,1713,768,172,57.3,1.741
Combat Service Support,Regular Army,Female,1316,1372,830,1167,234,1022,170,936,858,1563,775,174,58.2,1.608
Combat Service Support,Regular Army,Female,1333,1384,889,1201,249,997,177,1009,883,1673,718,176,55.3,1.636
Combat Support,Regular Army,Female,1275,1338,1005,1113,240,993,170,1052,831,1531,871,218,69.8,1.555
Combat Support,Regular Army,Female,1309,1355,925,1128,234,974,168,955,842,1533,840,193,64,1.573
Combat Support,Regular Army,Female,1320,1383,844,1158,248,1007,170,981,890,1618,719,178,59,1.623
Combat Support,Regular Army,Female,1266,1324,900,1099,240,1005,178,969,773,1577,811,202,60.4,1.534
Combat Support,Regular Army,Female,1257,1318,954,1101,238,1004,172,1042,824,1555,920,226,66.6,1.543
Combat Support,Regular Army,Female,1449,1505,925,1294,280,1131,199,998,892,1714,812,191,67,1.744
Combat Support,Regular Army,Female,1333,1404,902,1162,252,997,187,942,866,1586,814,194,63.3,1.623
Combat Support,Regular Army,Female,1294,1359,947,1138,251,976,171,997,878,1555,818,207,61.8,1.587
Combat Service Support,Regular Army,Female,1276,1344,944,1118,239,972,164,986,825,1534,844,199,64.5,1.563
Combat Service Support,Regular Army,Female,1358,1430,899,1168,233,1058,171,981,857,1642,787,195,58.2,1.655
Combat Service Support,Regular Army,Female,1354,1397,1033,1191,253,1054,182,960,849,1630,948,227,79.6,1.612
Combat Support,Regular Army,Female,1332,1393,900,1146,244,1026,167,977,855,1638,834,187,60.9,1.636
Combat Support,Regular Army,Female,1421,1483,996,1231,255,1082,192,1089,886,1823,972,236,82.3,1.709
Combat Service Support,Regular Army,Female,1275,1329,906,1131,231,1004,168,954,796,1572,763,181,56.7,1.547
Combat Service Support,Regular Army,Female,1351,1413,896,1208,232,1023,167,933,868,1612,710,155,51,1.657
Combat Support,Regular Army,Female,1405,1462,876,1258,251,1080,183,974,851,1734,805,192,60.1,1.695
Combat Support,Regular Army,Female,1414,1479,955,1259,270,1137,189,1005,840,1792,843,196,71.6,1.72
Combat Support,Regular Army,Female,1310,1367,912,1154,236,1009,167,995,838,1599,866,209,68.1,1.587
Combat Service Support,Regular Army,Female,1402,1443,1160,1219,264,1079,192,1134,855,1763,981,252,94,1.676
Combat Support,Regular Army,Female,1419,1494,844,1258,261,1096,187,1004,894,1720,840,208,68.6,1.726
Combat Service Support,Regular Army,Female,1335,1372,948,1140,248,1007,177,1011,877,1619,866,213,67.1,1.616
Combat Service Support,Regular Army,Female,1436,1494,928,1256,257,1124,188,1068,877,1719,745,180,68.9,1.747
Combat Support,Regular Army,Female,1417,1475,1042,1217,263,1112,190,1042,870,1759,930,218,78.6,1.705
Combat Service Support,Regular Army,Female,1398,1463,906,1242,270,1124,204,1035,849,1781,824,199,70.4,1.685
Combat Support,Regular Army,Female,1321,1374,776,1167,240,995,182,915,833,1634,669,171,50.4,1.594
Combat Support,Regular Army,Female,1387,1454,872,1242,247,1057,183,1024,885,1722,769,185,59.8,1.687
Combat Support,Regular Army,Female,1403,1474,1005,1221,268,1133,202,1105,851,1837,877,192,76,1.7
Combat Support,Regular Army,Female,1375,1425,1055,1183,251,1078,174,1090,854,1682,970,235,78,1.658
Combat Service Support,Regular Army,Female,1279,1355,1006,1065,240,1020,175,1047,803,1570,880,221,71.2,1.562
Combat Support,Regular Army,Female,1374,1418,953,1190,259,1058,175,1040,875,1682,870,229,66.5,1.658
Combat Support,Regular Army,Female,1393,1452,935,1221,234,1049,172,1051,887,1647,900,205,73.5,1.688
Combat Service Support,Regular Army,Female,1219,1295,895,1056,232,948,161,972,829,1529,752,194,54.4,1.524
Combat Support,Regular Army,Female,1327,1393,992,1184,250,1029,168,1065,858,1665,805,193,67.8,1.611
Combat Support,Regular Army,Female,1324,1395,900,1171,266,1057,185,982,814,1678,842,213,64.8,1.627
Combat Service Support,Regular Army,Female,1332,1380,953,1160,249,1023,186,988,855,1639,917,230,66.3,1.614
Combat Support,Regular Army,Female,1294,1374,971,1125,249,1024,183,1113,855,1723,853,197,77.9,1.598
Combat Service Support,Regular Army,Female,1353,1408,990,1195,247,1050,177,998,831,1600,953,223,70.2,1.643
Combat Support,Regular Army,Female,1327,1379,873,1195,237,1037,176,1005,825,1657,816,194,59.2,1.611
Combat Service Support,Regular Army,Female,1243,1317,852,1095,217,967,157,965,815,1495,778,197,56.3,1.52
Combat Service Support,Regular Army,Female,1395,1457,1039,1224,268,1076,194,1106,890,1726,963,258,92.7,1.697
Combat Service Support,Regular Army,Female,1365,1417,992,1180,260,1064,185,1081,823,1710,931,239,80.1,1.64
Combat Service Support,Regular Army,Female,1386,1429,970,1218,247,1080,176,1065,884,1667,889,209,77.2,1.672
Combat Support,Regular Army,Female,1364,1441,936,1211,267,1110,189,1057,835,1741,805,209,70.4,1.662
Combat Service Support,Regular Army,Female,1322,1389,882,1147,252,1034,176,990,821,1615,776,186,59,1.601
Combat Support,Regular Army,Female,1302,1360,978,1154,225,978,167,987,844,1578,795,185,64,1.58
Combat Support,Regular Army,Female,1377,1430,997,1237,262,1091,185,1068,886,1665,936,231,84.2,1.676
Combat Service Support,Regular Army,Female,1249,1305,822,1103,242,992,168,968,820,1558,702,171,54.6,1.536
Combat Support,Regular Army,Female,1302,1337,932,1071,245,1023,174,967,784,1593,918,237,71.5,1.561
Combat Service Support,Regular Army,Female,1211,1267,903,1060,232,944,155,950,792,1493,828,217,57.5,1.475
Combat Service Support,Army National Guard,Female,1238,1310,798,1128,238,990,184,970,790,1599,698,169,52.2,1.532
Combat Service Support,Regular Army,Female,1350,1413,957,1182,249,1067,173,1054,854,1710,839,207,72.5,1.646
Combat Service Support,Regular Army,Female,1352,1421,854,1225,247,1044,178,971,885,1680,774,190,51.7,1.657
Combat Service Support,Army National Guard,Female,1344,1407,896,1229,242,1038,171,983,878,1639,828,205,63.1,1.648
Combat Support,Army Reserve,Female,1323,1377,804,1182,237,1059,175,935,801,1634,722,188,53.7,1.586
Combat Service Support,Army National Guard,Female,1317,1376,900,1179,243,994,169,1013,870,1642,805,194,59.7,1.609
Combat Service Support,Army National Guard,Female,1271,1342,944,1117,235,1016,175,998,833,1624,821,210,60.7,1.562
Combat Service Support,Army Reserve,Female,1212,1277,875,1086,234,943,171,980,822,1508,797,194,57.7,1.507
Combat Service Support,Army National Guard,Female,1181,1247,881,1085,219,922,160,954,802,1482,764,189,49.9,1.468
Combat Service Support,Army National Guard,Female,1333,1395,926,1178,247,1056,178,1013,905,1608,847,213,68.7,1.636
Combat Support,Regular Army,Female,1294,1333,1021,1126,246,986,183,1057,851,1619,863,213,68,1.585
Combat Support,Regular Army,Female,1305,1357,919,1116,233,999,177,997,880,1587,868,214,63.2,1.607
Combat Service Support,Regular Army,Female,1361,1404,989,1176,257,1047,185,1022,873,1631,907,225,77.6,1.657
Combat Service Support,Regular Army,Female,1334,1392,961,1153,241,1026,176,988,847,1617,883,204,63.8,1.606
Combat Service Support,Regular Army,Female,1394,1448,994,1255,258,1096,178,1015,889,1703,946,242,78.3,1.705
Combat Service Support,Regular Army,Female,1309,1368,836,1164,248,1019,187,1006,827,1678,735,194,60.2,1.605
Combat Service Support,Regular Army,Female,1365,1443,944,1186,254,1066,192,1032,868,1693,952,230,77.1,1.666
Combat Service Support,Army Reserve,Female,1329,1389,896,1191,253,1019,176,1015,878,1667,833,199,61.7,1.635
Combat Service Support,Regular Army,Female,1215,1282,841,1078,226,927,164,928,821,1509,737,190,46.2,1.498
Combat Service Support,Army National Guard,Female,1341,1386,863,1197,232,1037,177,943,870,1571,715,187,59.1,1.619
Combat Service Support,Army National Guard,Female,1269,1316,870,1149,233,998,174,947,845,1544,808,199,57.4,1.559
Combat Service Support,Regular Army,Female,1333,1393,902,1199,252,1057,181,975,839,1637,758,192,62.1,1.639
Combat Service Support,Army National Guard,Female,1293,1353,914,1118,241,1017,176,987,827,1604,883,205,61.8,1.574
Combat Service Support,Army Reserve,Female,1237,1304,824,1119,233,967,163,946,818,1548,789,190,51.8,1.53
Combat Service Support,Regular Army,Female,1255,1320,881,1149,243,977,177,985,833,1618,812,198,63.1,1.552
Combat Service Support,Army National Guard,Female,1305,1352,929,1112,239,1002,175,1029,842,1578,838,202,65.3,1.572
Combat Service Support,Army National Guard,Female,1367,1445,900,1246,257,1094,196,1064,843,1806,770,210,64.6,1.67
Combat Support,Army National Guard,Female,1294,1344,807,1146,239,1014,174,972,819,1621,707,196,56.9,1.574
Combat Service Support,Army National Guard,Female,1366,1414,950,1229,263,1040,190,1013,853,1728,798,189,66.1,1.636
Combat Service Support,Regular Army,Female,1290,1349,892,1141,240,1022,178,991,867,1570,856,208,59.8,1.575
Combat Service Support,Regular Army,Female,1365,1420,852,1235,242,1054,173,918,883,1676,716,180,53.3,1.676
Combat Service Support,Regular Army,Female,1392,1472,1071,1249,258,1134,177,1101,895,1780,940,237,75.5,1.705
Combat Service Support,Army National Guard,Female,1307,1365,987,1158,244,1037,171,1048,841,1619,907,221,70.2,1.603
Combat Service Support,Regular Army,Female,1293,1364,961,1184,244,1003,184,1022,865,1644,832,199,65.5,1.593
Combat Service Support,Army National Guard,Female,1292,1368,912,1165,250,1051,185,1059,815,1702,836,200,64.4,1.611
Combat Service Support,Army National Guard,Female,1386,1446,947,1247,260,1064,186,998,913,1679,840,199,68,1.673
Combat Service Support,Army National Guard,Female,1371,1446,893,1263,257,1052,185,1080,894,1774,790,175,71.5,1.689
Combat Service Support,Regular Army,Female,1238,1313,837,1121,228,930,171,970,840,1567,733,189,49.9,1.529
Combat Service Support,Army National Guard,Female,1315,1361,882,1183,237,1009,167,948,857,1641,700,165,52.3,1.602
Combat Service Support,Regular Army,Female,1464,1513,1057,1288,268,1107,188,1034,947,1703,805,191,74,1.764
Combat Support,Regular Army,Female,1357,1421,956,1211,258,1076,189,1021,844,1730,937,242,75,1.648
Combat Support,Regular Army,Female,1306,1363,976,1138,244,1011,182,980,834,1604,867,205,60.4,1.587
Combat Service Support,Regular Army,Female,1215,1272,808,1087,230,972,177,906,786,1574,641,166,43,1.492
Combat Support,Regular Army,Female,1280,1322,1082,1119,237,991,174,1078,860,1583,951,241,75,1.567
Combat Service Support,Regular Army,Female,1269,1342,1002,1121,267,1063,204,1101,805,1773,845,206,71.6,1.563
Combat Service Support,Regular Army,Female,1361,1427,966,1200,247,1070,177,1054,853,1708,876,221,72.3,1.663
Combat Service Support,Regular Army,Female,1303,1382,1030,1163,248,1003,184,1085,874,1652,951,238,76.5,1.617
Combat Service Support,Regular Army,Female,1389,1451,904,1238,252,1089,183,1070,848,1794,790,204,66,1.683
Combat Service Support,Regular Army,Female,1338,1400,914,1194,251,1013,179,987,877,1664,752,190,60,1.636
Combat Service Support,Army Reserve,Female,1349,1399,933,1194,254,1095,183,1056,855,1626,807,185,69.5,1.628
Combat Service Support,Army National Guard,Female,1264,1309,917,1133,238,983,165,1010,814,1578,852,219,63.7,1.536
Combat Service Support,Army National Guard,Female,1249,1302,874,1087,238,963,170,1023,845,1572,880,224,60.2,1.53
Combat Service Support,Army Reserve,Female,1396,1455,1022,1263,252,1135,187,1071,849,1752,913,232,81.5,1.678
Combat Service Support,Army National Guard,Female,1372,1456,956,1236,262,1093,191,1074,857,1801,885,247,77.3,1.682
Combat Service Support,Army National Guard,Female,1313,1376,850,1189,237,1012,187,994,804,1671,742,181,53.7,1.585
Combat Service Support,Army Reserve,Female,1316,1369,912,1167,239,1028,183,1022,852,1681,826,212,67.2,1.588
Combat Service Support,Army Reserve,Female,1420,1494,895,1299,268,1121,198,1082,893,1840,820,196,69.8,1.718
Combat Service Support,Army National Guard,Female,1362,1402,1021,1203,244,1077,174,1068,879,1613,1010,239,80.9,1.655
Combat Service Support,Army Reserve,Female,1426,1462,893,1246,245,1077,180,1043,895,1732,820,200,72.2,1.705
Combat Support,Army National Guard,Female,1321,1373,976,1209,239,1039,171,1009,848,1576,792,197,63,1.608
Combat Support,Army National Guard,Female,1300,1377,886,1195,252,1063,192,1039,802,1752,766,217,65.4,1.607
Combat Service Support,Army Reserve,Female,1214,1263,847,1071,229,907,161,916,825,1476,728,186,48.4,1.49
Combat Service Support,Army Reserve,Female,1279,1334,956,1155,234,994,170,1023,832,1557,895,218,65.3,1.563
Combat Support,Army National Guard,Female,1371,1433,824,1269,248,1106,172,991,867,1698,811,194,66.9,1.677
Combat Support,Army National Guard,Female,1350,1405,945,1200,246,1041,183,1037,841,1660,856,229,66.8,1.615
Combat Support,Regular Army,Female,1260,1321,907,1132,257,1038,190,1031,818,1669,772,189,67.2,1.57
Combat Support,Regular Army,Female,1272,1322,887,1131,234,994,177,980,849,1597,826,202,59.7,1.563
Combat Support,Regular Army,Female,1328,1395,929,1181,251,1039,187,1023,839,1645,844,215,65.8,1.627
Combat Support,Regular Army,Female,1425,1501,863,1298,253,1148,193,1033,883,1788,756,194,65.7,1.743
Combat Support,Army Reserve,Female,1347,1402,917,1168,256,1043,197,1017,860,1648,893,220,68.1,1.635
Combat Service Support,Regular Army,Female,1395,1462,1070,1240,261,1112,198,1106,875,1804,1059,255,89.4,1.699
Combat Support,Regular Army,Female,1208,1271,883,1093,237,970,174,1029,795,1583,781,204,64.3,1.503
Combat Service Support,Regular Army,Female,1327,1390,1103,1207,244,1047,174,1086,865,1600,932,245,85.7,1.637
Combat Service Support,Army National Guard,Female,1267,1317,854,1146,248,984,179,976,823,1573,746,181,56,1.544
Combat Service Support,Army Reserve,Female,1222,1263,908,1115,225,961,165,1044,811,1534,801,195,61.3,1.493
Combat Service Support,Army National Guard,Female,1329,1410,913,1193,243,1025,182,1041,875,1699,928,228,66.2,1.645
Combat Service Support,Army National Guard,Female,1383,1473,923,1258,263,1131,186,1046,910,1745,806,198,71.9,1.707
Combat Service Support,Army Reserve,Female,1310,1382,889,1175,237,1029,177,999,847,1622,749,190,58.6,1.611
Combat Service Support,Army Reserve,Female,1242,1317,845,1140,233,982,174,1034,831,1562,767,187,57.6,1.543
Combat Service Support,Army National Guard,Female,1322,1371,874,1163,231,1013,167,980,859,1633,748,183,56,1.604
Combat Service Support,Army Reserve,Female,1310,1367,851,1165,243,1007,167,962,835,1600,798,191,61.6,1.588
Combat Service Support,Regular Army,Female,1247,1319,811,1167,237,988,178,947,828,1583,722,177,53.3,1.543
Combat Service Support,Army National Guard,Female,1344,1394,998,1203,253,1053,181,1006,863,1628,888,225,67.8,1.63
Combat Service Support,Army National Guard,Female,1363,1441,974,1206,256,1092,186,1134,900,1696,784,202,77.6,1.674
Combat Service Support,Army National Guard,Female,1260,1334,935,1120,237,974,174,1065,860,1591,778,185,65.8,1.56
Combat Service Support,Army National Guard,Female,1348,1389,1001,1188,253,1046,174,984,860,1637,930,233,66.6,1.62
Combat Service Support,Army National Guard,Female,1327,1390,790,1191,237,1027,181,957,863,1616,740,179,54.9,1.613
Combat Service Support,Regular Army,Female,1263,1318,854,1119,231,973,170,998,824,1548,818,200,53.9,1.541
Combat Support,Regular Army,Female,1320,1362,1056,1162,245,1062,180,1085,837,1603,1026,276,81.4,1.595
Combat Service Support,Army National Guard,Female,1323,1375,923,1168,244,1005,178,1008,859,1635,796,203,61.1,1.6
Combat Service Support,Regular Army,Female,1388,1436,942,1272,254,1098,181,1044,872,1731,865,209,77.7,1.69
Combat Service Support,Army National Guard,Female,1342,1398,930,1207,238,1041,178,1001,879,1588,892,225,72.5,1.612
Combat Service Support,Regular Army,Female,1278,1324,945,1123,238,962,173,1019,853,1523,891,215,66.4,1.559
Combat Service Support,Army National Guard,Female,1374,1426,1037,1221,259,1097,190,1074,883,1719,985,249,80.6,1.678
Combat Service Support,Army National Guard,Female,1328,1378,836,1220,233,1006,176,912,859,1639,767,178,52.2,1.608
Combat Service Support,Regular Army,Female,1261,1326,790,1126,233,966,173,932,856,1564,698,155,47.8,1.559
Combat Service Support,Regular Army,Female,1389,1444,1040,1225,250,1112,183,1075,851,1692,1031,262,84.5,1.683
Combat Service Support,Army National Guard,Female,1297,1348,985,1158,249,1010,176,1081,845,1641,869,223,68.5,1.586
Combat Service Support,Army National Guard,Female,1363,1419,932,1209,253,1066,181,990,855,1650,853,202,64.6,1.646
Combat Service Support,Army National Guard,Female,1340,1415,908,1219,262,1063,190,1048,885,1673,788,202,67.9,1.656
Combat Service Support,Regular Army,Female,1217,1287,820,1091,235,958,163,942,825,1503,755,178,50.9,1.515
Combat Service Support,Army Reserve,Female,1435,1504,953,1316,257,1136,190,1085,913,1783,868,208,74.5,1.754
Combat Service Support,Regular Army,Female,1381,1460,934,1250,257,1055,182,1030,919,1724,773,178,67,1.699
Combat Service Support,Regular Army,Female,1313,1344,969,1142,239,1027,177,927,829,1597,847,223,57.3,1.573
Combat Service Support,Regular Army,Female,1398,1422,841,1253,238,1073,184,949,857,1662,799,197,59.7,1.657
Combat Service Support,Regular Army,Female,1365,1411,998,1200,255,1058,182,990,871,1687,895,220,66.5,1.655
Combat Service Support,Army Reserve,Female,1224,1276,826,1080,232,980,166,935,803,1530,740,179,50.5,1.502
Combat Service Support,Regular Army,Female,1340,1411,953,1198,257,1027,170,1011,898,1619,927,222,74.9,1.653
Combat Service Support,Army National Guard,Female,1335,1392,1001,1210,252,1053,185,1065,904,1660,905,210,75.6,1.633
Combat Service Support,Regular Army,Female,1298,1361,956,1173,229,1024,175,1031,823,1686,837,209,63.4,1.585
Combat Service Support,Army National Guard,Female,1327,1389,975,1190,252,1052,181,1054,898,1674,896,225,76.8,1.632
Combat Service Support,Army National Guard,Female,1316,1369,1019,1145,253,1039,180,1111,895,1633,968,250,80.4,1.616
Combat Support,Regular Army,Female,1374,1437,971,1222,251,1082,183,1056,900,1688,941,235,76.2,1.67
Combat Support,Regular Army,Female,1338,1380,890,1210,229,989,160,965,888,1588,698,161,52.6,1.632
Combat Service Support,Regular Army,Female,1358,1417,834,1211,268,1092,208,1055,839,1791,785,193,65.3,1.648
Combat Service Support,Regular Army,Female,1300,1354,1046,1125,259,1061,183,1027,793,1692,928,252,72.6,1.576
Combat Service Support,Regular Army,Female,1334,1375,920,1181,236,1020,170,970,864,1609,783,200,55.7,1.606
Combat Service Support,Regular Army,Female,1344,1420,869,1209,251,1071,181,1003,881,1678,772,185,59.9,1.652
Combat Service Support,Regular Army,Female,1347,1394,1003,1164,228,1040,176,1040,847,1580,970,231,75.9,1.625
Combat Service Support,Regular Army,Female,1323,1372,955,1138,236,995,172,984,840,1534,880,227,60.7,1.598
Combat Service Support,Regular Army,Female,1326,1376,1068,1143,246,1036,175,994,846,1660,946,230,66.9,1.618
Combat Support,Army Reserve,Female,1379,1426,988,1197,256,1067,177,1024,871,1667,915,235,69.7,1.674
Combat Service Support,Regular Army,Female,1262,1327,912,1094,236,976,166,1035,844,1561,855,203,61.4,1.563
Combat Support,Regular Army,Female,1402,1475,1027,1265,258,1084,191,1075,898,1767,881,213,74.2,1.728
Combat Service Support,Regular Army,Female,1310,1364,995,1144,237,1018,167,1039,848,1575,855,195,67.1,1.59
Combat Service Support,Regular Army,Female,1327,1392,834,1171,247,1037,186,1043,846,1704,825,175,57.7,1.636
Combat Service Support,Regular Army,Female,1355,1405,972,1203,266,1061,194,1121,872,1706,939,235,80.3,1.655
Combat Service Support,Army National Guard,Female,1398,1453,928,1237,252,1038,189,1039,913,1714,837,196,63.4,1.707
Combat Service Support,Regular Army,Female,1344,1426,891,1208,245,1073,178,996,885,1687,822,197,68.1,1.676
Combat Support,Army National Guard,Female,1315,1379,998,1163,257,1030,185,1055,888,1662,895,208,73.4,1.633
Combat Service Support,Army National Guard,Female,1328,1372,983,1163,244,1016,185,1050,845,1629,803,194,67.2,1.607
Combat Service Support,Regular Army,Female,1315,1382,919,1152,247,1033,183,1000,883,1613,911,225,66.2,1.618
Combat Service Support,Regular Army,Female,1403,1470,916,1234,237,1104,173,1063,936,1622,822,208,70.3,1.708
Combat Service Support,Regular Army,Female,1431,1474,920,1267,255,1141,178,1072,925,1683,790,202,70.9,1.735
Combat Service Support,Army National Guard,Female,1419,1479,855,1265,247,1088,188,1025,867,1813,700,166,58.6,1.715
Combat Service Support,Regular Army,Female,1283,1347,923,1100,232,990,166,950,825,1550,727,175,49.3,1.57
Combat Support,Regular Army,Female,1340,1393,988,1170,244,1061,168,1025,865,1605,849,221,73.3,1.642
Combat Service Support,Regular Army,Female,1453,1529,1098,1245,263,1123,202,1093,936,1779,1174,312,99.6,1.788
Combat Service Support,Regular Army,Female,1311,1364,913,1155,257,1031,184,1018,826,1618,837,218,64.8,1.6
Combat Support,Regular Army,Female,1382,1428,936,1191,244,1028,176,1045,904,1657,835,194,72.9,1.675
Combat Service Support,Regular Army,Female,1352,1418,1093,1176,242,1047,177,1108,864,1607,1114,294,90.2,1.634
Combat Service Support,Regular Army,Female,1291,1348,1037,1165,227,994,166,1017,843,1551,960,247,75.4,1.576
Combat Service Support,Army National Guard,Female,1293,1360,903,1180,248,1006,183,1069,841,1680,814,217,65.4,1.599
Combat Service Support,Regular Army,Female,1299,1351,883,1147,241,1016,177,1029,839,1586,824,218,70.8,1.598
Combat Service Support,Regular Army,Female,1281,1319,986,1117,227,990,169,1010,836,1538,889,193,64.7,1.548
Combat Service Support,Army National Guard,Female,1324,1377,920,1175,258,1014,182,1031,850,1681,790,207,63.1,1.607
Combat Support,Regular Army,Female,1369,1440,904,1205,257,1067,193,996,888,1700,775,214,66.6,1.686
Combat Support,Regular Army,Female,1342,1402,865,1181,244,1024,177,988,907,1588,827,193,66.7,1.64
Combat Service Support,Regular Army,Female,1271,1340,864,1129,228,963,163,940,833,1558,707,163,49.7,1.563
Combat Service Support,Regular Army,Female,1306,1348,848,1159,234,985,174,956,840,1578,788,196,55.8,1.591
Combat Support,Regular Army,Female,1394,1446,1097,1205,251,1115,197,1101,862,1774,982,258,92.1,1.678
Combat Service Support,Army National Guard,Female,1363,1427,937,1222,263,1055,181,1024,903,1650,804,203,69.5,1.67
Combat Service Support,Army National Guard,Female,1258,1296,947,1037,228,991,165,990,825,1497,847,222,56.3,1.529
Combat Service Support,Army National Guard,Female,1320,1390,860,1194,242,1037,182,999,853,1633,757,189,60.3,1.616
Combat Service Support,Army National Guard,Female,1326,1396,959,1145,244,1035,182,1030,875,1649,860,185,64.7,1.62
Combat Service Support,Army National Guard,Female,1222,1278,945,1092,225,974,162,1005,798,1476,827,207,64.2,1.51
Combat Support,Regular Army,Female,1304,1369,1022,1152,247,1017,179,1044,871,1564,852,195,70.1,1.626
Combat Support,Regular Army,Female,1271,1358,859,1130,249,995,183,974,862,1629,815,193,58.3,1.6
Combat Service Support,Regular Army,Female,1367,1435,1076,1202,276,1069,196,1110,900,1747,966,230,84.3,1.679
Combat Support,Regular Army,Female,1305,1352,1055,1152,252,982,182,1017,864,1608,928,235,69.6,1.6
Combat Service Support,Regular Army,Female,1316,1384,1072,1129,239,1038,183,1060,856,1606,906,223,73.5,1.618
Combat Service Support,Regular Army,Female,1309,1381,863,1140,231,1028,169,938,858,1589,729,191,47,1.629
Combat Service Support,Regular Army,Female,1334,1413,901,1208,249,1050,178,992,870,1673,775,178,60.8,1.651
Combat Service Support,Regular Army,Female,1285,1373,791,1156,251,1024,188,917,812,1719,742,183,51.5,1.596
Combat Service Support,Army National Guard,Female,1358,1410,983,1178,249,1061,188,1040,840,1682,882,225,71.7,1.654
Combat Service Support,Regular Army,Female,1443,1533,1035,1291,267,1168,197,1161,905,1841,995,241,88.9,1.776
Combat Service Support,Regular Army,Female,1268,1325,845,1094,237,981,177,945,816,1527,705,172,53.2,1.546
Combat Service Support,Regular Army,Female,1380,1440,990,1246,254,1050,190,1065,857,1714,876,214,74.7,1.676
Combat Service Support,Army National Guard,Female,1258,1329,924,1128,246,1010,175,992,851,1591,775,190,62.2,1.585
Combat Service Support,Army Reserve,Female,1291,1338,899,1139,237,997,174,1015,875,1575,733,170,57.4,1.594
Combat Service Support,Regular Army,Female,1317,1399,870,1169,242,1011,175,1004,886,1636,781,176,56.5,1.629
Combat Service Support,Regular Army,Female,1296,1344,972,1134,247,1012,176,1024,827,1601,840,198,64.6,1.581
Combat Support,Regular Army,Female,1333,1382,855,1149,233,1010,168,924,849,1586,751,172,52.9,1.614
Combat Support,Regular Army,Female,1252,1312,947,1084,227,980,168,1034,845,1531,834,193,64.8,1.559
Combat Service Support,Regular Army,Female,1400,1453,967,1228,261,1121,199,1095,847,1768,878,236,75.1,1.697
Combat Service Support,Regular Army,Female,1389,1434,1026,1203,254,1027,180,1108,885,1697,879,191,74,1.674
Combat Service Support,Regular Army,Female,1395,1455,1018,1250,256,1090,186,1087,877,1751,974,243,75.8,1.692
Combat Service Support,Regular Army,Female,1323,1373,849,1178,255,963,180,940,879,1588,760,185,55.4,1.615
Combat Service Support,Regular Army,Female,1480,1511,1045,1341,260,1143,186,1100,885,1822,964,245,85.2,1.762
Combat Service Support,Regular Army,Female,1290,1351,986,1157,244,1005,191,1061,850,1585,1025,270,81.4,1.573
Combat Service Support,Regular Army,Female,1357,1438,1064,1186,257,1034,188,1110,886,1712,966,242,82.4,1.674
Combat Service Support,Regular Army,Female,1252,1313,874,1122,222,982,164,943,792,1522,761,179,50.3,1.531
Combat Service Support,Army Reserve,Female,1232,1290,964,1078,224,940,175,973,815,1543,905,225,60.7,1.505
Combat Service Support,Regular Army,Female,1386,1473,858,1220,263,1094,204,1055,877,1737,851,226,69.2,1.7
Combat Service Support,Regular Army,Female,1259,1306,992,1090,236,951,167,980,818,1531,903,232,64,1.539
Combat Support,Regular Army,Female,1342,1390,885,1180,252,986,185,1001,883,1692,820,199,65,1.62
