Branch,Component,Gender,hip_height,neck_height,chest_circumference,chest_height,foot_length,functional_leg_length,hand_length,shoulder_circumference,sitting_height,span,waist_circumference,waist_depth,weight_kg,height_m
Combat Service Support,Regular Army,Male,1370,1443,933,1241,256,1067,183,1095,888,1745,813,200,64.5,1.693
Combat Arms,Regular Army,Male,1407,1463,987,1254,254,1158,195,1135,805,1798,842,226,74.3,1.674
Combat Arms,Regular Army,Male,1439,1529,972,1297,267,1110,193,1140,969,1788,907,239,82.5,1.786
Combat Service Support,Regular Army,Male,1412,1497,957,1262,266,1106,188,1111,923,1826,838,212,68.8,1.74
Combat Service Support,Regular Army,Male,1513,1577,1057,1341,280,1190,203,1205,952,1902,978,237,88.9,1.827
Combat Arms,Regular Army,Male,1444,1532,1145,1297,279,1121,196,1208,950,1793,1110,294,100.7,1.783
Combat Arms,Regular Army,Male,1538,1605,1023,1394,282,1187,204,1159,972,1885,956,232,84.6,1.868
Combat Support,Regular Army,Male,1545,1612,1076,1369,269,1190,205,1187,949,1922,1036,264,89.2,1.858
Combat Arms,Regular Army,Male,1375,1453,986,1219,254,1063,187,1126,937,1722,917,244,77.3,1.696
Combat Arms,Regular Army,Male,1502,1578,1136,1346,297,1164,204,1230,964,1870,983,234,100.5,1.836
Combat Arms,Regular Army,Male,1412,1478,1069,1269,278,1148,193,1171,898,1822,993,245,87.5,1.721
Combat Arms,Regular Army,Male,1450,1518,926,1300,276,1102,187,1087,949,1773,769,193,65,1.767
Combat Arms,Regular Army,Male,1447,1518,922,1330,254,1145,188,1109,904,1831,746,185,61.1,1.769
Combat Arms,Regular Army,Male,1322,1415,988,1192,254,1075,180,1158,872,1703,880,215,72.1,1.638
Combat Arms,Regular Army,Male,1275,1350,981,1132,250,1014,178,1148,829,1662,827,210,59.2,1.572
Combat Arms,Regular Army,Male,1543,1604,1224,1388,293,1208,206,1300,976,1930,1110,278,118.6,1.878
Combat Arms,Regular Army,Male,1426,1492,886,1261,262,1075,180,1056,899,1749,771,204,61.3,1.73
Combat Arms,Regular Army,Male,1442,1498,1123,1271,255,1106,190,1167,887,1746,1016,257,90.1,1.714
Combat Service Support,Regular Army,Male,1415,1476,1065,1272,275,1115,195,1187,898,1808,957,239,83.2,1.722
Combat Arms,Regular Army,Male,1380,1478,1126,1259,277,1129,194,1277,903,1856,912,218,89.5,1.71
Combat Arms,Regular Army,Male,1504,1579,906,1356,278,1142,199,1067,947,1876,785,197,67,1.838
Combat Arms,Regular Army,Male,1508,1588,1137,1345,268,1194,192,1185,949,1863,1075,283,101.6,1.83
Combat Arms,Regular Army,Male,1460,1550,1018,1320,277,1159,203,1172,969,1875,910,228,83.3,1.822
Combat Arms,Regular Army,Male,1534,1596,1207,1378,279,1218,203,1258,918,1867,1056,241,105.1,1.836
Combat Arms,Regular Army,Male,1389,1473,988,1239,253,1060,185,1125,920,1772,827,204,70.4,1.72
Combat Support,Army National Guard,Male,1432,1523,1064,1274,261,1155,194,1198,934,1814,963,239,83.6,1.765
Combat Support,Army National Guard,Male,1436,1509,936,1266,258,1152,190,1171,922,1799,797,183,68.2,1.76
Combat Service Support,Army National Guard,Male,1460,1538,985,1302,281,1147,208,1170,924,1836,843,202,77.5,1.793
Combat Service Support,Army National Guard,Male,1396,1498,1128,1242,271,1095,200,1219,890,1812,966,239,85.1,1.725
Combat Service Support,Army National Guard,Male,1452,1514,1008,1279,272,1097,193,1193,940,1778,875,201,81.7,1.783
Combat Service Support,Army National Guard,Male,1518,1601,1141,1350,291,1203,203,1207,913,1917,991,229,92.2,1.832
Combat Service Support,Army National Guard,Male,1453,1527,1094,1244,268,1112,195,1183,963,1846,1033,267,88.3,1.774
Combat Service Support,Army National Guard,Male,1417,1509,1043,1255,250,1121,189,1140,887,1843,995,268,76.1,1.735
Combat Service Support,Army National Guard,Male,1421,1531,1035,1316,287,1172,216,1208,857,1949,872,228,80.6,1.773
Combat Service Support,Army National Guard,Male,1478,1542,1100,1320,278,1114,195,1236,963,1887,960,244,91.8,1.81
Combat Support,Army National Guard,Male,1351,1424,1118,1172,256,1075,188,1167,872,1719,1065,269,88.8,1.641
Combat Service Support,Army National Guard,Male,1440,1508,962,1259,271,1120,205,1154,939,1840,812,218,68.6,1.762
Combat Service Support,Army Reserve,Male,1411,1485,941,1247,287,1058,215,1138,922,1869,781,197,72,1.73
Combat Support,Army Reserve,Male,1425,1506,1098,1251,270,1118,198,1202,923,1829,1064,271,92,1.742
Combat Service Support,Army Reserve,Male,1426,1521,968,1312,276,1127,197,1117,905,1818,767,187,69.8,1.756
Combat Service Support,Army Reserve,Male,1395,1474,993,1235,273,1112,183,1110,895,1713,1019,269,82.8,1.713
Combat Service Support,Army Reserve,Male,1465,1540,1092,1288,285,1133,195,1257,941,1770,1015,259,99.7,1.769
Combat Service Support,Army Reserve,Male,1489,1586,1039,1308,267,1151,205,1221,1012,1933,841,200,88,1.85
Combat Service Support,Army Reserve,Male,1491,1566,1056,1341,285,1144,200,1156,911,1873,914,232,85.6,1.802
Combat Service Support,Army Reserve,Male,1408,1494,922,1276,269,1090,207,1071,942,1798,786,190,63.4,1.753
Combat Service Support,Army Reserve,Male,1367,1448,988,1240,258,1060,188,1166,908,1780,807,209,67.7,1.694
Combat Service Support,Army Reserve,Male,1424,1494,1027,1240,273,1095,180,1207,935,1805,899,213,84.2,1.74
Combat Arms,Army National Guard,Male,1280,1352,981,1124,249,977,172,1065,846,1612,812,199,65.8,1.572
Combat Arms,Army National Guard,Male,1374,1470,1023,1232,249,1097,189,1099,886,1739,910,235,72.4,1.696
Combat Arms,Army National Guard,Male,1502,1581,1064,1345,279,1141,197,1170,970,1868,967,243,90.3,1.828
Combat Service Support,Army National Guard,Male,1464,1521,1093,1288,274,1140,194,1121,900,1767,1010,266,86.3,1.754
Combat Support,Army National Guard,Male,1395,1443,1034,1221,270,1103,199,1107,872,1746,955,251,77.8,1.682
Combat Arms,Army National Guard,Male,1455,1543,1020,1297,265,1141,190,1182,924,1856,948,225,80.1,1.789
Combat Support,Army National Guard,Male,1554,1656,1224,1420,304,1253,232,1395,948,2109,1122,301,119.7,1.89
Combat Support,Army National Guard,Male,1500,1585,1077,1341,279,1175,207,1214,978,1892,973,258,89.7,1.828
Combat Service Support,Army National Guard,Male,1460,1518,958,1274,272,1163,204,1113,912,1786,857,210,76.3,1.763
Combat Service Support,Army National Guard,Male,1430,1517,939,1272,265,1101,203,1127,944,1817,840,192,75.3,1.776
Combat Service Support,Army National Guard,Male,1430,1498,1141,1240,276,1086,183,1223,937,1713,993,239,95.6,1.738
Combat Service Support,Army National Guard,Male,1363,1432,918,1201,252,1074,186,1058,877,1716,830,211,58.3,1.657
Combat Service Support,Army National Guard,Male,1434,1530,1112,1266,274,1154,202,1222,922,1865,1041,262,91.9,1.758
Combat Service Support,Army National Guard,Male,1501,1557,1005,1336,271,1148,200,1162,956,1817,829,199,81.3,1.812
Combat Service Support,Army National Guard,Male,1370,1454,1042,1211,252,1057,192,1142,926,1680,796,184,74.5,1.691
Combat Service Support,Army National Guard,Male,1435,1491,930,1250,252,1101,188,1070,910,1731,802,188,63.4,1.737
Combat Service Support,Army National Guard,Male,1449,1525,1000,1294,268,1157,186,1145,882,1750,938,230,82.1,1.755
Combat Service Support,Army Reserve,Male,1344,1423,866,1180,244,1053,174,1039,892,1664,742,191,56.5,1.662
Combat Service Support,Army Reserve,Male,1403,1492,1124,1242,280,1157,195,1228,886,1819,1037,272,94.5,1.725
Combat Service Support,Army National Guard,Male,1523,1577,1072,1309,276,1185,195,1147,930,1829,958,227,87.3,1.817
Combat Support,Army National Guard,Male,1501,1561,1107,1309,290,1168,206,1252,931,1906,1063,275,99.5,1.807
Combat Support,Army National Guard,Male,1490,1582,1131,1321,272,1182,197,1194,948,1819,942,220,92.6,1.83
Combat Service Support,Army Reserve,Male,1490,1582,923,1331,279,1098,196,1106,977,1873,773,175,69.4,1.831
Combat Service Support,Army Reserve,Male,1358,1443,892,1219,248,1029,173,1109,883,1765,729,161,57.8,1.693
Combat Service Support,Army Reserve,Male,1473,1544,1012,1304,268,1195,191,1139,905,1822,955,224,81.6,1.792
Combat Service Support,Army National Guard,Male,1491,1572,1021,1323,280,1134,201,1173,989,1878,861,210,87.5,1.828
Combat Service Support,Army National Guard,Male,1444,1513,1107,1250,280,1119,197,1219,923,1811,989,244,95.2,1.747
Combat Arms,Army National Guard,Male,1498,1585,1061,1340,288,1152,200,1190,943,1865,960,244,90,1.84
Combat Arms,Army National Guard,Male,1512,1583,1070,1299,280,1158,206,1233,946,1907,929,214,91,1.828
Combat Arms,Army National Guard,Male,1556,1629,1280,1360,296,1213,216,1376,990,1997,1135,282,125.8,1.871
Combat Arms,Army National Guard,Male,1446,1522,1146,1266,275,1113,214,1238,936,1807,1088,274,103.1,1.75
Combat Arms,Army National Guard,Male,1432,1522,994,1281,274,1101,200,1165,913,1873,859,209,72.9,1.763
Combat Arms,Army National Guard,Male,1374,1450,1108,1209,266,1091,203,1228,907,1783,1008,250,86.4,1.687
Combat Service Support,Army National Guard,Male,1496,1563,1146,1353,287,1179,201,1254,958,1866,1022,269,97.6,1.805
Combat Service Support,Army National Guard,Male,1423,1500,1029,1282,260,1121,185,1152,880,1748,871,217,76.5,1.728
Combat Arms,Army National Guard,Male,1356,1427,1046,1211,259,1103,188,1159,868,1719,930,232,79.5,1.659
Combat Service Support,Army National Guard,Male,1370,1450,988,1218,258,1056,188,1134,898,1710,814,212,73.7,1.69
Combat Arms,Army National Guard,Male,1454,1516,971,1282,266,1166,200,1153,919,1802,874,218,72.2,1.769
Combat Service Support,Army National Guard,Male,1511,1589,1018,1357,277,1177,206,1180,938,1887,894,215,84.1,1.835
Combat Service Support,Army National Guard,Male,1460,1537,1197,1296,278,1185,211,1256,943,1826,1194,301,113,1.777
Combat Arms,Army National Guard,Male,1468,1557,1148,1284,280,1193,203,1277,939,1828,1143,313,111,1.796
Combat Service Support,Army National Guard,Male,1531,1595,1187,1337,286,1235,206,1265,923,1803,1119,292,108.3,1.824
Combat Service Support,Army National Guard,Male,1511,1586,963,1321,280,1199,207,1145,917,1879,877,220,78.9,1.819
Combat Service Support,Army National Guard,Male,1423,1498,1011,1287,266,1112,186,1173,908,1750,926,224,81.2,1.729
Combat Service Support,Army National Guard,Male,1478,1554,1143,1329,267,1152,190,1236,952,1819,1116,295,106.3,1.803
Combat Service Support,Army National Guard,Male,1457,1498,973,1246,267,1166,188,1092,878,1739,891,218,69.5,1.735
Combat Service Support,Army National Guard,Male,1484,1551,1127,1296,260,1191,192,1201,888,1915,1085,276,90.2,1.794
Combat Service Support,Army National Guard,Male,1530,1611,1249,1357,278,1253,205,1302,917,1957,1270,347,118.9,1.844
Combat Service Support,Army National Guard,Male,1590,1645,1162,1382,310,1230,215,1255,987,1950,1171,297,125.1,1.89
Combat Service Support,Army National Guard,Male,1358,1434,856,1218,249,1042,186,1051,929,1614,742,183,60,1.689
Combat Service Support,Army National Guard,Male,1634,1692,1285,1426,302,1316,214,1220,965,2000,1306,345,133.7,1.937
Combat Service Support,Army National Guard,Male,1505,1586,1102,1342,277,1159,206,1276,959,1889,1030,252,101.2,1.822
Combat Service Support,Army National Guard,Male,1428,1505,1041,1261,283,1153,210,1210,926,1812,1032,259,92,1.742
Combat Support,Army National Guard,Male,1443,1522,1108,1262,292,1144,210,1188,939,1868,1116,296,104.4,1.773
Combat Service Support,Army National Guard,Male,1362,1443,1107,1200,276,1069,194,1194,905,1707,1041,262,88.4,1.683
Combat Service Support,Army National Guard,Male,1479,1559,1005,1308,261,1083,197,1182,982,1902,807,192,76.7,1.822
Combat Service Support,Army National Guard,Male,1456,1534,1170,1269,268,1158,200,1220,916,1855,1070,284,95.1,1.763
Combat Support,Army National Guard,Male,1397,1469,978,1245,270,1067,189,1136,908,1743,839,198,77.1,1.708
Combat Support,Army National Guard,Male,1334,1411,1088,1196,243,1043,184,1165,857,1637,989,266,81.9,1.639
Combat Arms,Army National Guard,Male,1419,1485,1146,1247,277,1086,200,1198,922,1816,1046,286,97,1.728
Combat Arms,Army National Guard,Male,1412,1500,997,1251,263,1126,194,1157,891,1778,851,199,73.4,1.714
Combat Arms,Army National Guard,Male,1534,1600,1195,1373,283,1217,211,1287,958,1938,1059,256,107.4,1.853
Combat Arms,Army National Guard,Male,1429,1494,1154,1294,270,1104,200,1215,867,1829,1012,254,89.3,1.7
Combat Support,Army National Guard,Male,1440,1502,1063,1251,277,1076,199,1155,913,1843,960,237,80.1,1.749
Combat Arms,Army National Guard,Male,1523,1608,1183,1355,274,1205,200,1319,970,1907,988,246,102,1.855
Combat Service Support,Army National Guard,Male,1420,1493,1164,1275,269,1107,204,1254,921,1833,1082,282,95.1,1.748
Combat Support,Army National Guard,Male,1386,1492,861,1222,263,1078,194,1062,928,1795,745,186,58.7,1.734
Combat Arms,Army National Guard,Male,1423,1516,1141,1267,270,1090,205,1247,935,1882,878,209,88.8,1.767
Combat Arms,Army National Guard,Male,1465,1547,1056,1295,261,1164,206,1207,923,1806,984,242,92.1,1.784
Combat Service Support,Army Reserve,Male,1437,1521,1119,1313,277,1164,190,1205,905,1878,828,200,76.1,1.754
Combat Support,Army Reserve,Male,1421,1496,1060,1238,274,1101,200,1141,887,1777,996,245,80.2,1.727
Combat Service Support,Army National Guard,Male,1422,1477,1066,1273,265,1140,181,1177,881,1738,997,267,87.6,1.706
Combat Service Support,Army National Guard,Male,1502,1588,1172,1316,274,1172,199,1274,953,1869,1061,272,105.2,1.83
Combat Arms,Army National Guard,Male,1416,1501,1062,1264,273,1127,206,1186,912,1831,929,233,84.4,1.733
Combat Arms,Army National Guard,Male,1518,1597,1076,1335,266,1191,194,1252,954,1887,933,219,93.1,1.847
Combat Service Support,Army National Guard,Male,1400,1458,1117,1215,269,1109,197,1142,873,1756,992,255,85.7,1.676
Combat Arms,Army National Guard,Male,1400,1493,1025,1274,270,1093,198,1168,918,1799,940,238,84.6,1.721
Combat Service Support,Army National Guard,Male,1368,1457,990,1221,278,1099,200,1172,903,1788,848,206,74.9,1.694
Combat Arms,Army National Guard,Male,1448,1534,946,1311,280,1137,208,1121,856,1912,819,225,75.6,1.763
Combat Arms,Army National Guard,Male,1445,1544,1102,1275,279,1104,193,1178,965,1772,963,234,91.6,1.779
Combat Arms,Army National Guard,Male,1460,1546,1034,1291,272,1113,198,1181,954,1813,948,246,89.2,1.793
Combat Arms,Army National Guard,Male,1625,1699,1153,1425,302,1263,225,1284,998,2008,1080,274,112.7,1.948
Combat Service Support,Army National Guard,Male,1547,1623,1141,1371,289,1233,204,1180,968,1952,1012,249,98.3,1.875
Combat Support,Army National Guard,Male,1382,1454,938,1209,267,1056,190,1095,876,1798,940,251,68.2,1.694
Combat Support,Army National Guard,Male,1376,1460,975,1227,264,1074,195,1119,891,1798,851,218,67.2,1.696
Combat Service Support,Army National Guard,Male,1447,1517,1141,1278,277,1153,198,1180,898,1878,1030,277,93.3,1.743
Combat Arms,Army National Guard,Male,1510,1596,968,1345,263,1141,200,1175,956,1889,852,216,74.4,1.835
Combat Support,Army National Guard,Male,1365,1440,1136,1231,257,1064,188,1211,888,1695,992,266,88.9,1.668
Combat Support,Army National Guard,Male,1408,1469,1012,1245,266,1092,185,1109,873,1706,811,202,68.4,1.687
Combat Arms,Army National Guard,Male,1457,1509,1091,1283,266,1110,194,1140,919,1766,960,248,86.9,1.744
Combat Support,Army National Guard,Male,1421,1488,1217,1236,277,1149,200,1222,896,1796,1123,322,107.6,1.712
Combat Service Support,Army National Guard,Male,1297,1358,1106,1148,254,990,180,1129,860,1621,1073,274,87.3,1.57
Combat Service Support,Army National Guard,Male,1388,1466,1022,1254,261,1068,187,1174,895,1724,885,206,83,1.686
Combat Arms,Army National Guard,Male,1592,1646,1152,1397,284,1235,217,1194,969,1939,1120,322,107.2,1.9
Combat Arms,Army National Guard,Male,1378,1437,964,1235,275,1048,192,1108,908,1733,848,213,66.5,1.687
Combat Arms,Army National Guard,Male,1507,1584,1202,1353,280,1213,206,1267,932,1897,1221,329,116,1.827
Combat Arms,Army National Guard,Male,1373,1437,1162,1182,272,1115,187,1197,855,1783,1091,288,97.4,1.652
Combat Service Support,Army National Guard,Male,1422,1502,918,1282,280,1114,196,1114,904,1828,787,193,69.9,1.733
Combat Service Support,Army National Guard,Male,1545,1638,1147,1378,290,1219,212,1250,985,2003,1041,256,100.3,1.889
Combat Support,Army National Guard,Male,1428,1500,973,1255,262,1104,193,1124,893,1812,944,215,76.8,1.722
Combat Service Support,Army National Guard,Male,1462,1542,1118,1310,278,1124,191,1211,904,1872,1027,275,88.2,1.758
Combat Service Support,Army National Guard,Male,1406,1482,1161,1252,265,1135,195,1231,890,1799,1083,282,98,1.717
Combat Service Support,Army National Guard,Male,1406,1482,1115,1249,269,1105,180,1211,906,1747,1047,273,91.9,1.717
Combat Service Support,Army National Guard,Male,1454,1532,1068,1290,263,1119,191,1182,946,1844,1005,260,89.6,1.763
Combat Service Support,Army National Guard,Male,1492,1574,962,1332,271,1166,188,1157,941,1874,937,226,81.4,1.815
Combat Service Support,Army National Guard,Male,1407,1488,1122,1244,270,1083,185,1179,921,1780,1027,265,90.2,1.735
Combat Support,Army National Guard,Male,1509,1582,1107,1352,275,1179,203,1203,903,1878,1128,320,104.6,1.794
Combat Support,Army National Guard,Male,1270,1345,989,1143,242,1041,174,1117,856,1658,790,194,63.9,1.568
Combat Arms,Army National Guard,Male,1419,1473,966,1247,254,1101,172,1116,884,1786,796,198,63.3,1.711
Combat Arms,Army National Guard,Male,1428,1525,1217,1247,278,1117,205,1241,940,1796,1160,289,108.2,1.743
Combat Service Support,Army National Guard,Male,1411,1492,995,1241,279,1090,195,1177,923,1739,834,193,75.2,1.723
Combat Support,Army National Guard,Male,1487,1563,1080,1312,270,1187,195,1171,946,1797,1003,262,92.5,1.809
Combat Service Support,Army National Guard,Male,1499,1559,1023,1330,288,1149,202,1177,980,1818,859,216,83,1.83
Combat Service Support,Army National Guard,Male,1462,1529,1108,1304,277,1130,203,1183,891,1855,925,234,82.2,1.76
Combat Arms,Army National Guard,Male,1413,1465,980,1249,265,1120,188,1142,873,1764,855,207,73.7,1.714
Combat Arms,Army National Guard,Male,1424,1484,1093,1215,259,1061,192,1232,908,1762,1057,281,92.7,1.71
Combat Arms,Army National Guard,Male,1418,1483,1057,1233,269,1118,188,1183,907,1790,1000,244,89,1.731
Combat Arms,Army National Guard,Male,1398,1483,939,1262,264,1122,196,1142,922,1810,812,196,66.2,1.724
Combat Arms,Army National Guard,Male,1304,1386,914,1142,251,1058,187,1122,863,1706,795,207,61.6,1.638
Combat Arms,Army National Guard,Male,1348,1407,1083,1188,259,1058,186,1186,907,1699,991,259,85.1,1.649
Combat Arms,Army National Guard,Male,1484,1532,1182,1298,254,1144,195,1252,925,1842,1116,305,102.8,1.768
Combat Arms,Army National Guard,Male,1503,1570,1146,1352,275,1139,203,1240,948,1873,1025,265,99,1.818
Combat Arms,Army National Guard,Male,1543,1600,1213,1347,265,1248,195,1264,935,1923,1102,292,107.4,1.84
Combat Arms,Army National Guard,Male,1437,1493,1216,1258,276,1117,194,1233,913,1769,1180,341,112.2,1.727
Combat Arms,Army National Guard,Male,1410,1498,1031,1246,269,1043,197,1160,928,1817,895,238,80.5,1.742
Combat Arms,Army National Guard,Male,1393,1439,968,1252,252,1086,182,1112,896,1665,811,204,69.1,1.7
Combat Arms,Army National Guard,Male,1406,1488,1074,1247,256,1137,196,1195,885,1805,978,260,84.2,1.722
Combat Arms,Army National Guard,Male,1483,1549,1066,1299,266,1172,196,1168,938,1739,963,246,84.9,1.809
Combat Arms,Army National Guard,Male,1367,1440,1002,1186,258,1070,181,1153,898,1816,800,197,66.4,1.695
Combat Arms,Army National Guard,Male,1320,1404,913,1195,235,1026,167,1120,899,1670,692,180,58.5,1.649
Combat Service Support,Army National Guard,Male,1429,1486,1046,1253,249,1098,190,1113,899,1734,1010,274,80.9,1.719
Combat Arms,Army National Guard,Male,1419,1496,1081,1239,254,1164,183,1210,897,1758,921,224,87.1,1.731
Combat Service Support,Army National Guard,Male,1463,1533,1284,1306,292,1173,203,1339,924,1901,1222,319,118.9,1.773
Combat Service Support,Army National Guard,Male,1476,1541,1194,1324,273,1163,195,1240,901,1813,1086,295,102.9,1.77
Combat Service Support,Army National Guard,Male,1465,1557,1158,1308,278,1168,193,1302,902,1839,1075,266,102.6,1.773
Combat Service Support,Army National Guard,Male,1451,1516,1086,1277,288,1187,200,1207,909,1854,1011,242,94,1.763
Combat Service Support,Army National Guard,Male,1474,1565,1103,1324,270,1127,200,1246,953,1891,996,247,94.4,1.814
Combat Service Support,Army National Guard,Male,1487,1567,1037,1316,270,1145,205,1210,945,1869,890,218,85.6,1.805
Combat Support,Army National Guard,Male,1514,1604,1147,1372,287,1217,214,1235,955,1932,1016,264,100,1.838
Combat Service Support,Army National Guard,Male,1554,1641,1047,1392,281,1239,207,1200,971,1929,970,240,88.3,1.884
Combat Arms,Army National Guard,Male,1505,1584,1164,1328,276,1230,205,1239,903,1889,1066,273,100.5,1.811
Combat Arms,Army National Guard,Male,1374,1438,1139,1219,250,1090,193,1224,900,1704,1115,292,93.8,1.669
Combat Service Support,Army National Guard,Male,1448,1552,1022,1299,256,1154,202,1177,931,1856,918,235,80.4,1.787
Combat Service Support,Army National Guard,Male,1444,1551,1020,1296,277,1145,195,1163,918,1798,930,233,86.7,1.78
Combat Service Support,Army National Guard,Male,1422,1503,1209,1274,257,1113,194,1336,918,1739,1075,277,106.3,1.732
Combat Service Support,Army National Guard,Male,1299,1383,932,1164,250,951,183,1117,896,1657,835,198,70.5,1.604
Combat Service Support,Army National Guard,Male,1475,1530,1181,1282,273,1138,203,1187,913,1813,1170,307,102.1,1.77
Combat Arms,Army National Guard,Male,1418,1481,975,1277,272,1119,198,1088,915,1785,811,196,70.7,1.732
Combat Service Support,Army National Guard,Male,1384,1454,1098,1231,256,1119,190,1231,887,1786,947,246,85.9,1.688
Combat Arms,Army National Guard,Male,1375,1479,952,1235,272,1051,199,1116,928,1781,798,202,64.3,1.71
Combat Arms,Army National Guard,Male,1469,1550,879,1311,275,1088,194,1053,932,1814,753,187,62.3,1.792
Combat Arms,Army National Guard,Male,1518,1627,1054,1358,278,1188,202,1271,969,1948,990,241,99.7,1.867
Combat Support,Army National Guard,Male,1496,1585,1059,1351,284,1212,203,1205,881,1972,858,204,85.1,1.825
Combat Arms,Army National Guard,Male,1478,1568,999,1331,273,1154,200,1166,926,1859,869,224,81.2,1.808
Combat Arms,Army National Guard,Male,1475,1556,1104,1312,282,1200,202,1186,907,1842,1011,257,97.2,1.789
Combat Arms,Army National Guard,Male,1410,1513,939,1273,263,1141,197,1141,920,1796,835,220,73.7,1.754
Combat Arms,Army National Guard,Male,1434,1494,1016,1260,287,1103,202,1180,916,1828,850,198,81.6,1.742
Combat Arms,Army National Guard,Male,1385,1480,962,1235,261,1049,194,1168,931,1754,818,206,71.4,1.715
Combat Arms,Army National Guard,Male,1279,1349,959,1134,253,984,177,1108,842,1645,780,184,62.7,1.585
Combat Arms,Army National Guard,Male,1563,1657,1042,1417,286,1219,197,1220,980,1945,853,203,84.7,1.897
Combat Arms,Army National Guard,Male,1413,1515,855,1270,269,1123,205,1066,915,1860,711,174,60.9,1.772
Combat Arms,Army National Guard,Male,1416,1492,957,1266,262,1082,195,1137,919,1750,801,194,67.5,1.738
Combat Arms,Army National Guard,Male,1439,1492,1072,1266,267,1069,194,1157,923,1762,904,219,80.2,1.738
Combat Arms,Army National Guard,Male,1410,1464,1203,1251,272,1060,195,1229,916,1752,1146,284,102,1.705
Combat Arms,Army National Guard,Male,1438,1518,895,1297,268,1134,197,1071,901,1806,766,179,61.8,1.764
Combat Arms,Army National Guard,Male,1416,1491,1002,1265,264,1111,182,1158,894,1737,877,215,80.2,1.733
Combat Arms,Army National Guard,Male,1451,1512,1024,1304,281,1160,205,1197,870,1951,811,196,70.8,1.756
Combat Arms,Army National Guard,Male,1505,1578,1059,1352,277,1169,197,1205,921,1882,929,236,85.2,1.82
Combat Arms,Army National Guard,Male,1326,1388,1078,1186,243,1022,181,1198,863,1652,950,257,81.3,1.608
Combat Arms,Army National Guard,Male,1434,1521,1074,1256,256,1117,180,1216,927,1777,942,232,88.3,1.741
Combat Arms,Army National Guard,Male,1577,1663,1213,1415,288,1267,204,1271,993,2004,1222,317,126.8,1.902
Combat Arms,Army National Guard,Male,1387,1438,910,1230,260,1021,177,1064,891,1669,805,211,63.1,1.68
Combat Arms,Army National Guard,Male,1474,1552,915,1322,274,1128,187,1088,932,1887,743,180,62.1,1.79
Combat Arms,Army National Guard,Male,1499,1583,1209,1310,274,1229,188,1251,938,1903,1156,308,107.6,1.825
Combat Arms,Army National Guard,Male,1465,1546,1202,1297,264,1169,187,1290,960,1783,1160,302,116.2,1.801
Combat Arms,Army National Guard,Male,1422,1490,1073,1281,269,1090,188,1161,942,1803,996,242,92.2,1.752
Combat Arms,Army National Guard,Male,1365,1439,995,1213,254,1079,185,1091,890,1667,944,227,74.3,1.689
Combat Arms,Army National Guard,Male,1517,1589,1056,1363,278,1190,199,1185,943,1858,978,245,86.6,1.845
Combat Arms,Army National Guard,Male,1303,1412,1050,1182,251,1015,178,1206,887,1720,838,201,72.8,1.638
Combat Arms,Army National Guard,Male,1346,1424,1017,1198,256,1074,180,1163,873,1743,945,252,78,1.663
Combat Arms,Army National Guard,Male,1475,1551,1071,1320,281,1149,207,1225,907,1916,1010,242,83.6,1.807
Combat Arms,Army National Guard,Male,1434,1499,963,1272,270,1085,190,1100,948,1810,846,208,72.9,1.758
Combat Arms,Army National Guard,Male,1421,1494,1072,1257,259,1111,190,1149,921,1765,1019,261,86,1.718
Combat Arms,Army National Guard,Male,1430,1511,1094,1279,259,1131,182,1211,904,1787,1079,269,100.6,1.746
Combat Arms,Army National Guard,Male,1337,1400,984,1196,243,1048,183,1100,869,1698,931,245,73.1,1.646
Combat Arms,Army National Guard,Male,1410,1514,1078,1269,275,1099,200,1217,951,1832,973,248,94.7,1.757
Combat Arms,Army National Guard,Male,1527,1619,895,1350,282,1172,200,1098,942,1865,785,203,72,1.853
Combat Arms,Army National Guard,Male,1394,1460,1106,1231,276,1087,203,1197,898,1802,957,246,88.2,1.703
Combat Service Support,Army National Guard,Male,1550,1590,1008,1364,274,1153,196,1091,977,1866,857,213,83,1.85
Combat Arms,Army National Guard,Male,1388,1472,1256,1261,265,1101,195,1293,873,1805,1158,329,106.5,1.684
Combat Arms,Army National Guard,Male,1412,1505,1084,1287,262,1090,184,1234,940,1790,960,228,90.4,1.745
Combat Service Support,Army National Guard,Male,1504,1564,953,1332,270,1160,185,1105,940,1813,781,194,72.4,1.814
Combat Arms,Army National Guard,Male,1302,1406,937,1168,253,1010,188,1122,901,1696,778,192,65.9,1.642
Combat Arms,Army National Guard,Male,1582,1636,1144,1386,283,1244,204,1210,929,2000,1059,257,99.6,1.875
Combat Arms,Army National Guard,Male,1439,1528,925,1314,267,1144,189,1095,911,1865,844,207,73.4,1.761
Combat Arms,Army National Guard,Male,1455,1530,968,1302,273,1159,190,1132,931,1826,823,204,77.7,1.788
Combat Arms,Army National Guard,Male,1398,1483,926,1275,271,1121,201,1082,884,1800,791,197,62.1,1.726
Combat Arms,Army National Guard,Male,1363,1439,998,1209,247,1024,173,1143,912,1665,919,242,76.6,1.66
Combat Service Support,Army National Guard,Male,1288,1374,1016,1138,260,1004,184,1162,887,1654,876,215,69.3,1.598
Combat Service Support,Army National Guard,Male,1429,1488,1065,1252,270,1092,194,1146,892,1749,962,238,86.7,1.719
Combat Arms,Army National Guard,Male,1393,1462,1170,1210,258,1103,178,1204,908,1711,1006,257,90.6,1.692
